UniProtIds,Genes,ProteinGroups,ProteinNames,ProteinDescriptions,Valid,Comparison (group1/group2),Condition Numerator,Condition Denominator,# of Ratios,Group,AVG Group Quantity Denominator,AVG Group Quantity Numerator,AVG Log2 Ratio,Absolute AVG Log2 Ratio,% Change,Ratio,Standard Deviation,Pvalue,Qvalue,Degrees Of Freedom,Standard Error,Organisms,Protein Coverage,Molecular Weight,GO Biological Process,GO Molecular Function,GO Cellular Component,Database,Protein Existence,Sequence Version,FASTAName,FASTAHeader,# Unique Total Peptides,# Unique Total EG.Id
P48651,PTDSS1,P48651,PTSS1_HUMAN,Phosphatidylserine synthase 1,TRUE,T / M,T,M,15,P48651,78.2318649291992,66.2572479248046,-0.24,0.24,-15.31,0.85,0,5.63E-01,6.28E-01,14,0.46108719991938,Homo sapiens,0%,55527.61,"phosphatidylserine biosynthetic process,phospholipid biosynthetic process",transferase activity,"endoplasmic reticulum membrane,membrane,integral component of membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P48651|PTSS1_HUMAN Phosphatidylserine synthase 1 OS=Homo sapiens GN=PTDSS1 PE=1 SV=1,6,7
P48668,KRT6C,P48668,K2C6C_HUMAN,"Keratin, type II cytoskeletal 6C",TRUE,T / M,T,M,345,P48668,115093.984375,191545.71875,0.73,0.73,66.43,1.66,0,7.14E-01,6.82E-01,344,0.169829231274402,Homo sapiens,63.70%,60024.95,intermediate filament cytoskeleton organization,"structural molecule activity,protein binding","intermediate filament,keratin filament,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,">sp|P48668|K2C6C_HUMAN Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3",50,75
P48681,NES,P48681,NEST_HUMAN,Nestin,TRUE,T / M,T,M,15,P48681,80.1985549926757,93.2671661376953,0.22,0.22,16.30,1.16,0,7.52E-01,6.98E-01,14,0.537720302275296,Homo sapiens,0%,177438.91,"G2/M transition of mitotic cell cycle,central nervous system development,brain development,positive regulation of intermediate filament depolymerization,embryonic camera-type eye development,negative regulation of protein binding,negative regulation of catalytic activity,negative regulation of neuron apoptotic process,cell projection morphogenesis,stem cell proliferation,positive regulation of neural precursor cell proliferation","molecular_function,structural molecule activity,intermediate filament binding","cytoplasm,intermediate filament,extracellular matrix,intermediate filament cytoskeleton",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P48681|NEST_HUMAN Nestin OS=Homo sapiens GN=NES PE=1 SV=2,70,89
P48729,CSNK1A1,P48729,KC1A_HUMAN,Casein kinase I isoform alpha,TRUE,T / M,T,M,40,P48729,141.470657348632,186.904876708984,0.40,0.40,32.12,1.32,0,2.04E-01,4.46E-01,39,0.370318939301847,Homo sapiens,14.20%,38914.85,"cell morphogenesis,protein phosphorylation,phagocytosis,Golgi organization,mitotic nuclear division,signal transduction,cell surface receptor signaling pathway,regulation of cell shape,Wnt signaling pathway,peptidyl-serine phosphorylation,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,intermediate filament cytoskeleton organization,cell division,negative regulation of canonical Wnt signaling pathway,regulation of GTP binding,beta-catenin destruction complex assembly,beta-catenin destruction complex disassembly","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity","condensed chromosome kinetochore,centrosome,cytosol,membrane,nuclear speck,intracellular ribonucleoprotein complex,beta-catenin destruction complex,mRNA cleavage and polyadenylation specificity factor complex,keratin filament",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P48729|KC1A_HUMAN Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=2,17,28
P48730;P49674,CSNK1D;CSNK1E,P48730;P49674,KC1D_HUMAN;KC1E_HUMAN,Casein kinase I isoform delta;Casein kinase I isoform epsilon,TRUE,T / M,T,M,20,P48730;P49674,80.7218933105468,62.5824317932128,-0.37,0.37,-22.47,0.78,0,4.34E-01,5.80E-01,19,0.492347829723371,Homo sapiens,0%;0%,47330.07;47315.08,"G2/M transition of mitotic cell cycle,positive regulation of protein phosphorylation,DNA repair,rRNA processing,protein phosphorylation,endocytosis,microtubule nucleation,Golgi organization,signal transduction,regulation of cell shape,Wnt signaling pathway,peptidyl-serine phosphorylation,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,circadian regulation of gene expression,protein localization to Golgi apparatus,regulation of circadian rhythm,COPII vesicle coating,spindle assembly,protein localization to cilium,protein localization to centrosome,positive regulation of canonical Wnt signaling pathway,cell-cell adhesion,positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation,cellular response to nerve growth factor stimulus,positive regulation of non-canonical Wnt signaling pathway;G2/M transition of mitotic cell cycle,DNA repair,rRNA processing,protein phosphorylation,endocytosis,signal transduction,regulation of cell shape,Wnt signaling pathway,peptidyl-serine phosphorylation,negative regulation of Wnt signaling pathway,negative regulation of protein binding,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,circadian regulation of gene expression,cellular protein localization,regulation of circadian rhythm,circadian behavior,positive regulation of canonical Wnt signaling pathway,positive regulation of beta-amyloid formation,regulation of cellular protein localization,positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation,cellular response to nerve growth factor stimulus,positive regulation of non-canonical Wnt signaling pathway","glycoprotein binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,peptide binding,tau-protein kinase activity,cadherin binding involved in cell-cell adhesion;protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,poly(A) RNA binding","Golgi membrane,nucleus,nucleoplasm,Golgi apparatus,centrosome,spindle,cytosol,spindle microtubule,plasma membrane,cell-cell adherens junction,endoplasmic reticulum-Golgi intermediate compartment membrane,neuron projection,perinuclear region of cytoplasm;nucleus,nucleoplasm,cytoplasm,cytosol,growth cone,intracellular ribonucleoprotein complex,neuronal cell body",sp,1,2;1,uniprot_sprot_2015-08-28_HUMAN,>sp|P48730|KC1D_HUMAN Casein kinase I isoform delta OS=Homo sapiens GN=CSNK1D PE=1 SV=2;>sp|P49674|KC1E_HUMAN Casein kinase I isoform epsilon OS=Homo sapiens GN=CSNK1E PE=1 SV=1,4,6
P48735,IDH2,P48735,IDHP_HUMAN,"Isocitrate dehydrogenase [NADP], mitochondrial",TRUE,T / M,T,M,100,P48735,343.244201660156,884.873962402343,1.37,1.37,157.80,2.58,0,6.22E-04,1.17E-02,99,0.191804500172833,Homo sapiens,15.50%,50909.27,"carbohydrate metabolic process,glyoxylate cycle,tricarboxylic acid cycle,isocitrate metabolic process,2-oxoglutarate metabolic process","magnesium ion binding,isocitrate dehydrogenase (NADP+) activity,NAD binding","mitochondrion,mitochondrial inner membrane,mitochondrial matrix,peroxisome,cytosol,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|P48735|IDHP_HUMAN Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2",37,62
P48739,PITPNB,P48739,PIPNB_HUMAN,Phosphatidylinositol transfer protein beta isoform,TRUE,T / M,T,M,10,P48739,44.9240684509277,170.1943359375,1.92,1.92,278.85,3.79,0,5.17E-01,6.19E-01,9,0.66711765788082,Homo sapiens,0%,31540.06,"lipid metabolic process,retrograde vesicle-mediated transport, Golgi to ER,nucleus organization,phospholipid transport",lipid binding,"Golgi membrane,endoplasmic reticulum membrane,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2,19,26
P49023,PXN,P49023,PAXI_HUMAN,Paxillin,TRUE,T / M,T,M,5,P49023,34.0767288208007,20.255708694458,-0.75,0.75,-40.56,0.59,0,3.84E-01,5.55E-01,4,0.415835742884789,Homo sapiens,0%,64505.3,"muscle contraction,cell adhesion,cell-matrix adhesion,signal transduction,signal complex assembly,epidermal growth factor receptor signaling pathway,transforming growth factor beta receptor signaling pathway,cellular response to reactive oxygen species,vascular endothelial growth factor receptor signaling pathway,growth hormone receptor signaling pathway","integrin binding,protein binding,beta-catenin binding,zinc ion binding,vinculin binding,protein kinase binding","stress fiber,nucleoplasm,cytoplasm,cytosol,microtubule associated complex,plasma membrane,focal adhesion,cell cortex,lamellipodium",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|P49023|PAXI_HUMAN Paxillin OS=Homo sapiens GN=PXN PE=1 SV=3,24,33
P49189,ALDH9A1,P49189,AL9A1_HUMAN,4-trimethylaminobutyraldehyde dehydrogenase,TRUE,T / M,T,M,15,P49189,33.9120178222656,32.6617317199707,-0.05,0.05,-3.69,0.96,0,9.76E-01,7.57E-01,14,0.503906054032028,Homo sapiens,0%,53801.9,"cellular aldehyde metabolic process,neurotransmitter biosynthetic process,hormone metabolic process,carnitine biosynthetic process,oxidation-reduction process","3-chloroallyl aldehyde dehydrogenase activity,aldehyde dehydrogenase (NAD) activity,aminobutyraldehyde dehydrogenase activity,1-pyrroline dehydrogenase activity,4-trimethylammoniobutyraldehyde dehydrogenase activity","cytoplasm,cytosol,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,37,56
P49207,RPL34,P49207,RL34_HUMAN,60S ribosomal protein L34,TRUE,T / M,T,M,10,P49207,363.399108886718,284.159454345703,-0.35,0.35,-21.81,0.78,0,7.35E-01,6.90E-01,9,1.1123097508015,Homo sapiens,0%,13292.95,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,rRNA processing,translation,translational initiation,SRP-dependent cotranslational protein targeting to membrane,viral transcription,ribosome biogenesis,cell-cell adhesion","RNA binding,structural constituent of ribosome,cadherin binding involved in cell-cell adhesion","nucleolus,cytoplasm,mitochondrion,cytosol,cell-cell adherens junction,cytosolic large ribosomal subunit,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens GN=RPL34 PE=1 SV=3,9,10
P49257,LMAN1,P49257,LMAN1_HUMAN,Protein ERGIC-53,TRUE,T / M,T,M,55,P49257,384.004669189453,506.792755126953,0.40,0.40,31.98,1.32,0,1.32E-01,3.69E-01,54,0.243943947647803,Homo sapiens,0%,57548.95,"protein folding,ER to Golgi vesicle-mediated transport,endoplasmic reticulum organization,Golgi organization,blood coagulation,positive regulation of organelle organization,protein N-linked glycosylation via asparagine,COPII vesicle coating,protein exit from endoplasmic reticulum,early endosome to Golgi transport","protein binding,mannose binding,metal ion binding,unfolded protein binding","Golgi membrane,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,ER to Golgi transport vesicle membrane,membrane,integral component of membrane,sarcomere,ER to Golgi transport vesicle,endoplasmic reticulum-Golgi intermediate compartment membrane,host cell perinuclear region of cytoplasm,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2,23,41
P49327,FASN,P49327,FAS_HUMAN,Fatty acid synthase,TRUE,T / M,T,M,580,P49327,1412.01477050781,362.737182617187,-1.96,1.96,-74.31,0.26,0,3.27E-14,6.07E-12,579,0.0902605544521579,Homo sapiens,22%,273426.6,"osteoblast differentiation,acetyl-CoA metabolic process,fatty acid metabolic process,fatty acid biosynthetic process,pantothenate metabolic process,mammary gland development,positive regulation of cellular metabolic process,long-chain fatty-acyl-CoA biosynthetic process,oxidation-reduction process,cellular response to interleukin-4,cell-cell adhesion","fatty acid synthase activity,[acyl-carrier-protein] S-acetyltransferase activity,[acyl-carrier-protein] S-malonyltransferase activity,3-oxoacyl-[acyl-carrier-protein] synthase activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity,oleoyl-[acyl-carrier-protein] hydrolase activity,protein binding,drug binding,myristoyl-[acyl-carrier-protein] hydrolase activity,palmitoyl-[acyl-carrier-protein] hydrolase activity,phosphopantetheine binding,protein homodimerization activity,poly(A) RNA binding,enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,NADPH binding,cadherin binding involved in cell-cell adhesion,3-oxo-pimeloyl-[acp] methyl ester reductase activity","cytoplasm,mitochondrion,Golgi apparatus,cytosol,plasma membrane,cell-cell adherens junction,membrane,melanosome,glycogen granule,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,162,312
P49368,CCT3,P49368,TCPG_HUMAN,T-complex protein 1 subunit gamma,TRUE,T / M,T,M,160,P49368,708.303588867187,1154.70483398437,0.71,0.71,63.02,1.63,0,8.30E-01,7.21E-01,159,0.154714091176231,Homo sapiens,20.70%,60533.88,"protein folding,binding of sperm to zona pellucida,positive regulation of telomere maintenance via telomerase,pore complex assembly,protein stabilization,toxin transport,positive regulation of protein localization to Cajal body,positive regulation of telomerase RNA localization to Cajal body","protein binding,ATP binding,protein binding involved in protein folding,poly(A) RNA binding,unfolded protein binding","zona pellucida receptor complex,cytoplasm,cytosol,chaperonin-containing T-complex,cytoskeleton,microtubule,plasma membrane,myelin sheath,cell body,extracellular exosome",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4,49,102
P49406,MRPL19,P49406,RM19_HUMAN,"39S ribosomal protein L19, mitochondrial",TRUE,T / M,T,M,10,P49406,10.5324735641479,13.6193389892578,0.37,0.37,29.31,1.29,0,9.06E-02,3.10E-01,9,0.395702064268365,Homo sapiens,0%,33534.95,"mitochondrial translational elongation,mitochondrial translational termination",structural constituent of ribosome,"nucleus,mitochondrial inner membrane,mitochondrial large ribosomal subunit,nuclear membrane",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|P49406|RM19_HUMAN 39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2",14,17
P49407,ARRB1,P49407,ARRB1_HUMAN,Beta-arrestin-1,TRUE,T / M,T,M,20,P49407,29.9395961761474,43.8551063537597,0.55,0.55,46.48,1.46,0,1.31E-01,3.68E-01,19,0.450787901232152,Homo sapiens,0%,47065.66,"activation of MAPK activity,positive regulation of protein phosphorylation,G-protein coupled receptor internalization,positive regulation of receptor internalization,transcription from RNA polymerase II promoter,apoptotic process,phototransduction,protein transport,protein ubiquitination,platelet activation,negative regulation of protein ubiquitination,positive regulation of protein ubiquitination,negative regulation of NF-kappaB transcription factor activity,positive regulation of protein binding,negative regulation of interleukin-6 production,negative regulation of interleukin-8 production,positive regulation of peptidyl-serine phosphorylation,negative regulation of GTPase activity,positive regulation of smooth muscle cell apoptotic process,positive regulation of Rho protein signal transduction,positive regulation of histone acetylation,positive regulation of insulin secretion involved in cellular response to glucose stimulus,follicle-stimulating hormone signaling pathway,stress fiber assembly,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,proteasome-mediated ubiquitin-dependent protein catabolic process,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of GTPase activity,positive regulation of transcription from RNA polymerase II promoter,negative regulation of ERK1 and ERK2 cascade,positive regulation of ERK1 and ERK2 cascade,positive regulation of histone H4 acetylation","enzyme inhibitor activity,GTPase activator activity,insulin-like growth factor receptor binding,protein binding,transcription factor binding,estrogen receptor binding,mitogen-activated protein kinase kinase binding,ubiquitin protein ligase binding,alpha-1A adrenergic receptor binding,alpha-1B adrenergic receptor binding,angiotensin receptor binding,follicle-stimulating hormone receptor binding,V2 vasopressin receptor binding,AP-2 adaptor complex binding,clathrin adaptor activity,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,transcription regulatory region DNA binding,ion channel binding,protein phosphorylated amino acid binding,histone acetyltransferase activity","Golgi membrane,chromatin,nucleus,nucleoplasm,cytoplasm,lysosomal membrane,cytosol,plasma membrane,clathrin-coated pit,postsynaptic density,basolateral plasma membrane,cytoplasmic vesicle membrane,pseudopodium,cytoplasmic vesicle,dendritic spine,postsynaptic membrane,heterotrimeric G-protein complex",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P49407|ARRB1_HUMAN Beta-arrestin-1 OS=Homo sapiens GN=ARRB1 PE=1 SV=2,23,31
P49411,TUFM,P49411,EFTU_HUMAN,"Elongation factor Tu, mitochondrial",TRUE,T / M,T,M,205,P49411,4579.32177734375,8685.357421875,0.92,0.92,89.66,1.90,0,3.50E-04,7.87E-03,204,0.161411783779578,Homo sapiens,30.10%,49541.53,"translational elongation,response to ethanol,mitochondrial translational elongation","translation elongation factor activity,GTPase activity,protein binding,GTP binding,poly(A) RNA binding","mitochondrion,membrane,mitochondrial nucleoid,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2",46,87
P49441,INPP1,P49441,INPP_HUMAN,Inositol polyphosphate 1-phosphatase,TRUE,T / M,T,M,10,P49441,35.2544822692871,22.343355178833,-0.66,0.66,-36.62,0.63,0,1.25E-01,3.57E-01,9,0.544660657334313,Homo sapiens,0%,43998,"phosphate-containing compound metabolic process,signal transduction,inositol phosphate metabolic process,phosphatidylinositol phosphorylation,inositol phosphate dephosphorylation","magnesium ion binding,inositol-1,4-bisphosphate 1-phosphatase activity,inositol-1,3,4-trisphosphate 1-phosphatase activity","cytoplasm,cytosol",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P49441|INPP_HUMAN Inositol polyphosphate 1-phosphatase OS=Homo sapiens GN=INPP1 PE=1 SV=1,10,12
P49458,SRP9,P49458,SRP09_HUMAN,Signal recognition particle 9 kDa protein,TRUE,T / M,T,M,5,P49458,64.309326171875,32.9766273498535,-0.96,0.96,-48.72,0.51,0,2.13E-01,4.51E-01,4,0.529203535637655,Homo sapiens,0%,10111.73,"SRP-dependent cotranslational protein targeting to membrane,SRP-dependent cotranslational protein targeting to membrane, translocation,negative regulation of translational elongation","RNA binding,signal recognition particle binding,protein binding,7S RNA binding","signal recognition particle receptor complex,signal recognition particle, endoplasmic reticulum targeting,cytosol,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P49458|SRP09_HUMAN Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2,8,11
P49585;Q9Y5K3,PCYT1A;PCYT1B,P49585;Q9Y5K3,PCY1A_HUMAN;PCY1B_HUMAN,Choline-phosphate cytidylyltransferase A;Choline-phosphate cytidylyltransferase B,TRUE,T / M,T,M,15,P49585;Q9Y5K3,28.4586906433105,39.7928619384765,0.48,0.48,39.83,1.40,0,1.06E-01,3.31E-01,14,0.433872578009039,Homo sapiens,3.3%;3.3%,41731;41940.14,"phosphatidylcholine biosynthetic process,CDP-choline pathway,phospholipid biosynthetic process;ovarian follicle development,phosphatidylcholine biosynthetic process,CDP-choline pathway,spermatogenesis,phospholipid biosynthetic process","choline-phosphate cytidylyltransferase activity,calmodulin binding,lipid binding,phosphatidylcholine binding,protein homodimerization activity;choline-phosphate cytidylyltransferase activity","nuclear envelope,endoplasmic reticulum membrane,cytosol,plasma membrane,glycogen granule;cytoplasm,endoplasmic reticulum membrane",sp,1,2;1,uniprot_sprot_2015-08-28_HUMAN,>sp|P49585|PCY1A_HUMAN Choline-phosphate cytidylyltransferase A OS=Homo sapiens GN=PCYT1A PE=1 SV=2;>sp|Q9Y5K3|PCY1B_HUMAN Choline-phosphate cytidylyltransferase B OS=Homo sapiens GN=PCYT1B PE=1 SV=1,3,4
P49588,AARS,P49588,SYAC_HUMAN,"Alanine--tRNA ligase, cytoplasmic",TRUE,T / M,T,M,25,P49588,184.059844970703,218.566375732421,0.25,0.25,18.75,1.19,0,3.83E-01,5.55E-01,24,0.350131994378945,Homo sapiens,0%,106810.44,"hair follicle development,tRNA modification,tRNA aminoacylation for protein translation,alanyl-tRNA aminoacylation,regulation of translational fidelity,protein folding,tRNA processing,cerebellar Purkinje cell layer development,endoplasmic reticulum unfolded protein response,response to amino acid,negative regulation of neuron apoptotic process,neuromuscular process controlling balance","tRNA binding,aminoacyl-tRNA editing activity,alanine-tRNA ligase activity,ATP binding,zinc ion binding,amino acid binding","cytoplasm,cytosol,membrane,extracellular exosome,mitochondrion",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=AARS PE=1 SV=2",62,112
P49591,SARS,P49591,SYSC_HUMAN,"Serine--tRNA ligase, cytoplasmic",TRUE,T / M,T,M,25,P49591,110.514610290527,228.894668579101,1.05,1.05,107.12,2.07,0,7.97E-01,7.10E-01,24,0.476801226521925,Homo sapiens,0%,58777.26,"translation,tRNA aminoacylation for protein translation,seryl-tRNA aminoacylation,tRNA processing,selenocysteine metabolic process,selenocysteinyl-tRNA(Sec) biosynthetic process","RNA binding,serine-tRNA ligase activity,ATP binding,selenocysteine-tRNA ligase activity","cytoplasm,cytosol,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,">sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3",41,63
P49720,PSMB3,P49720,PSB3_HUMAN,Proteasome subunit beta type-3,TRUE,T / M,T,M,15,P49720,34.1172866821289,39.0960464477539,0.20,0.20,14.59,1.15,0,7.73E-01,7.06E-01,14,0.492052985469703,Homo sapiens,0%,22948.88,"MAPK cascade,protein polyubiquitination,stimulatory C-type lectin receptor signaling pathway,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,regulation of cellular amino acid metabolic process,viral process,anaphase-promoting complex-dependent catabolic process,tumor necrosis factor-mediated signaling pathway,NIK/NF-kappaB signaling,Fc-epsilon receptor signaling pathway,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of mRNA stability,T cell receptor signaling pathway,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,Wnt signaling pathway, planar cell polarity pathway,negative regulation of canonical Wnt signaling pathway,positive regulation of canonical Wnt signaling pathway","threonine-type endopeptidase activity,protein binding","proteasome complex,nucleus,nucleoplasm,cytoplasm,mitochondrion,Golgi apparatus,cytosol,proteasome core complex,actin cytoskeleton,proteasome core complex, beta-subunit complex,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P49720|PSB3_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens GN=PSMB3 PE=1 SV=2,13,31
P49721,PSMB2,P49721,PSB2_HUMAN,Proteasome subunit beta type-2,TRUE,T / M,T,M,10,P49721,10.7223939895629,31.4061431884765,1.55,1.55,192.90,2.93,0,1.83E-01,4.28E-01,9,0.4347651045831,Homo sapiens,0%,22836.27,"MAPK cascade,protein polyubiquitination,stimulatory C-type lectin receptor signaling pathway,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,regulation of cellular amino acid metabolic process,response to organonitrogen compound,response to organic cyclic compound,viral process,anaphase-promoting complex-dependent catabolic process,tumor necrosis factor-mediated signaling pathway,NIK/NF-kappaB signaling,Fc-epsilon receptor signaling pathway,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of mRNA stability,T cell receptor signaling pathway,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,Wnt signaling pathway, planar cell polarity pathway,negative regulation of canonical Wnt signaling pathway,positive regulation of canonical Wnt signaling pathway",threonine-type endopeptidase activity,"proteasome complex,nucleus,nucleoplasm,cytosol,proteasome core complex,membrane,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1,21,33
P49748,ACADVL,P49748,ACADV_HUMAN,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",TRUE,T / M,T,M,145,P49748,566.363586425781,385.544769287109,-0.55,0.55,-31.93,0.68,0,1.31E-03,1.96E-02,144,0.169598804793959,Homo sapiens,24.30%,70390.11,"temperature homeostasis,fatty acid beta-oxidation,energy derivation by oxidation of organic compounds,epithelial cell differentiation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,IRE1-mediated unfolded protein response,very long-chain fatty acid catabolic process,negative regulation of fatty acid biosynthetic process,negative regulation of fatty acid oxidation,lipid homeostasis,regulation of cholesterol metabolic process","fatty-acyl-CoA binding,acyl-CoA dehydrogenase activity,long-chain-acyl-CoA dehydrogenase activity,electron carrier activity,very-long-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding,oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor","nucleus,nucleolus,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,mitochondrial nucleoid",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,">sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1",44,76
P49753,ACOT2,P49753,ACOT2_HUMAN,"Acyl-coenzyme A thioesterase 2, mitochondrial",TRUE,T / M,T,M,15,P49753,32.0075416564941,49.1482315063476,0.62,0.62,53.55,1.54,0,6.13E-01,6.43E-01,14,0.503543553234971,Homo sapiens,0%,53218.47,"very long-chain fatty acid metabolic process,long-chain fatty acid metabolic process,acyl-CoA metabolic process,long-chain fatty-acyl-CoA biosynthetic process","receptor binding,palmitoyl-CoA hydrolase activity,acyl-CoA hydrolase activity,carboxylic ester hydrolase activity","mitochondrion,mitochondrial matrix,extracellular exosome",sp,1,6,uniprot_sprot_2015-08-28_HUMAN,">sp|P49753|ACOT2_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens GN=ACOT2 PE=1 SV=6",4,8
P49754,VPS41,P49754,VPS41_HUMAN,Vacuolar protein sorting-associated protein 41 homolog,TRUE,T / M,T,M,10,P49754,21.2287425994873,18.051866531372,-0.23,0.23,-14.96,0.85,0,8.11E-02,2.97E-01,9,0.265037179937584,Homo sapiens,0%,98566.08,"protein targeting to vacuole,autophagy,endosome to lysosome transport,endosomal vesicle fusion,regulation of SNARE complex assembly,vacuole fusion, non-autophagic,regulated exocytosis,late endosome to lysosome transport","protein binding,microtubule binding,zinc ion binding,protein self-association,GTPase binding","lysosomal membrane,early endosome,Golgi-associated vesicle,endosome membrane,microtubule cytoskeleton,clathrin-coated vesicle,HOPS complex,late endosome membrane,CORVET complex,AP-3 adaptor complex,clathrin complex",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|P49754|VPS41_HUMAN Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens GN=VPS41 PE=1 SV=3,9,9
